Road Name,Carriageway Start Name,Carriageway End Name,Location,Latest Count,Count Date,Peak Hour,Count Duration,ADT,Peak Traffic,Car (%),LCV (%),MCV (%),HCVI (%),HCVII (%),Bus (%),HCV Total (%),X Coordinate NZTM,Y Coordinate NZTM
ACCENT DR,REG SAVORY RD,KORDEL PL,872,Yes,1087516800000,NA,NA,6965,NA,NA,NA,NA,NA,NA,NA,NA,1769347.2471,5908687.1584
ACCENT DR,KORDEL PL,EAST TAMAKI RD (RHS),1017,Yes,1016668800000,NA,NA,5209,NA,NA,NA,NA,NA,NA,NA,NA,1769266.9073,5908808.546
STELLAMARIS WAY,CHAPEL RD,BELSERA CRT,40,Yes,1029283200000,NA,NA,783,NA,86,8,3,2,1,0,6,1771420.4916,5912180.0327
STELLAMARIS WAY,BELSERA CRT,AVIARA CRT,90,Yes,1063670400000,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,NA,1771381.5635,5912209.4595
STELLAMARIS WAY,AVIARA CRT,OAKRIDGE WAY,241,Yes,1018915200000,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,1771232.9515,5912215.4759
CARLINGFORD DR,CHAPEL RD,ARMOY DR RAB,160,Yes,1081987200000,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,1770206.7072,5909999.8848
FERGUSON RD,CAPSTICK RD,HANNAH RD,400,Yes,1320624000000,800,NA,6119,630,99,0,1,0,0,0,1,1767584.6772,5907275.5073
HILLS RD,CAREY PL,HAMILL RD,173,Yes,1211328000000,17:00,7D,17133,1862,NA,NA,NA,NA,NA,NA,NA,1767652.2714,5907877.7707
HILLS RD,GUBB PL,VELVET CRES,321,Yes,814665600000,NA,NA,4632,NA,86,8,3,2,1,0,6,1767614.2136,5908020.7973
HILLS RD,VELVET CRES,WILLIAMS CRES (SOUTH),427,Yes,814665600000,NA,NA,3683,NA,86,8,3,2,1,0,6,1767588.1735,5908123.42
HILLS RD,BERRETT PL,JOHNSTONES RD,935,Yes,1246320000000,NA,7D,3261,NA,95,0,4,1,0,0,5,1767701.1697,5908617.9126
WATFORD ST,NEWBURY ST (LIGHTPOLE LHS),END (KERBLINE/SOUTH),50,Yes,1016668800000,NA,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,1766724.6973000001,5907881.7885
LEXINGTON DR,VOLTAIRE CRT,ST SIMON PL,164,Yes,1330473600000,1700,NA,2651,302,97,1,2,0,0,0,2,1770805.1192,5913854.017
LEXINGTON DR,GOSFORD DR,BRADBURY RD,379,Yes,759628800000,NA,NA,2217,NA,NA,NA,NA,NA,NA,NA,NA,1770604.3225,5913906.7995
CARRUTH RD,FITZROY ST,KING ST,205,Yes,912124800000,NA,NA,15964,NA,NA,NA,NA,NA,NA,NA,NA,1766264.4895,5905370.3726
CARRUTH RD,VICTORIA RD,FAIRVIEW RD,709,Yes,1332720000000,1700,NA,15514,1377,97,1,2,0,0,0,2,1765854.3279,5905670.7983
CARRUTH RD,FAIRVIEW RD,ST GEORGE ST RAB,1035,Yes,864777600000,NA,NA,14306,NA,NA,NA,NA,NA,NA,NA,NA,1765589.1714,5905865.3473
MCKENZIE RD (MANGERE),VALIANT ST,BETULA PL,490,Yes,649468800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759131.7454,5907903.6296
MCKENZIE RD (MANGERE),HINAU RD,WALMSLEY RD,1270,Yes,865382400000,NA,NA,9727,NA,NA,NA,NA,NA,NA,NA,NA,1759426.5485,5908627.9674
ASHGROVE RD,ILFORD CRES,PURLEY PL,173,Yes,707529600000,16:00,NA,2280,225,NA,NA,NA,NA,NA,NA,NA,1760779.25,5906933.76
ASHGROVE RD,HUMPHREYS PL,FRIESIAN DR,526,Yes,698544000000,NA,NA,1671,NA,NA,NA,NA,NA,NA,NA,NA,1760995.5612,5906677.5305
BUCKLAND RD (MANGERE),PORTAGE RD,FRANKLIN AVE,0,Yes,865382400000,NA,NA,8230,NA,NA,NA,NA,NA,NA,NA,NA,1763532.85,5906423.3
BUCKLAND RD (MANGERE),MILTON RD,GRAEME AVE,181,Yes,813283200000,NA,NA,9284,NA,NA,NA,NA,NA,NA,NA,NA,1763371.1195,5906504.6982
BUCKLAND RD (MANGERE),MASSEY RD,ROYTON AVE,1458,Yes,1049241600000,NA,NA,11838,NA,NA,NA,NA,NA,NA,NA,NA,1762231.3957,5907081.5323
BUCKLAND RD (MANGERE),LYNCROFT ST,ROBERTSON RD RAB,2757,Yes,1309392000000,1500,NA,14139,1310,98,0,1,1,0,0,2,1761090.4436,5907408.7054
CANNING CRES,WANSTEAD WAY (NORTH/AT TEE),WANSTEAD WAY (SOUTH),106,Yes,1013558400000,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,1760464.6417,5906971.7371
COMET CRES,BADER DR (SOUTH),BADER DR (NORTH),40,Yes,1272412800000,800,7D,506,139,98,0,2,0,0,0,2,1759853.253,5907489.4762
ELMDON ST,BADER DR,HARVARD PL,30,Yes,1298592000000,800,NA,5512,577,97,0,2,1,0,0,3,1759663.0658,5907973.3921
IDLEWILD AVE,KIRKBRIDE RD,LYNETTE PL,51,Yes,1047945600000,NA,NA,1634,NA,NA,NA,NA,NA,NA,NA,NA,1758990.7089,5907227.7867
VENTURA ST,PITO PL,PATETE LN (EAST),94,Yes,1045785600000,NA,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,1759532.0265,5908265.6318
WISELEY RD,CLARK RD (AT TEE),LIMEBURNERS CL,99,Yes,1321228800000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747045.3287,5926171.1594
WISELEY RD,WILLIAMS RD RAB,OAKPARK PL,513,Yes,1149984000000,NA,7D,3154,NA,86,8,3,2,1,0,6,1746811.8352,5925833.2268
WISELEY RD,OAKPARK PL,HARBOUR LIGHTS CL,605,Yes,880156800000,NA,7D,3234,NA,86,8,3,2,1,0,6,1746755.1342,5925760.5809
WISELEY RD,GLUCINA AVE,FERNTREE TCE,1072,Yes,880848000000,NA,7D,3338,NA,86,8,3,2,1,0,6,1746457.181,5925400.7705
WISELEY RD,MAKO ST,DEANNA DR,1264,Yes,1149984000000,NA,7D,3786,NA,86,8,3,2,1,0,6,1746401.6778,5925222.647
WISELEY RD,CLEARWATER COVE,MARINA VIEW DR,1675,Yes,672624000000,NA,7D,2724,NA,86,8,3,2,1,0,6,1746223.5976,5924904.8213
SCOTT RD (WAITAKERE),CLARK RD,CLARK RD (WAITAKERE) (WEST),50,Yes,361065600000,NA,7D,159,NA,86,8,3,2,1,0,6,1747514.5742,5926126.9095
HOBSONVILLE RD,MOTORWAY OVERBRIDGE (WEST ABUTMENT),MOTORWAY OVERBRIDGE (EAST ABUTMENT),45,Yes,1321228800000,NA,7D,3479,NA,97,1,2,0,0,0,2,1743997.9232,5924047.6784
HOBSONVILLE RD,OREIL AVE,FITZHERBERT AVE,322,Yes,1053216000000,NA,7D,36270,NA,NA,NA,NA,NA,NA,NA,NA,1744262.4033,5924096.5882
HOBSONVILLE RD,MEMORIAL PARK LANE,CARNEGIE CRES,4285,Yes,145411200000,NA,7D,2853,NA,NA,NA,NA,NA,NA,NA,NA,1747208.596,5926374.3088
PENROSE RD,WIDTH CHANGE (SUMP RHS),MOTORWAY OVERBRIDGE (1ST ABUTMENT),244,Yes,1092960000000,NA,NA,20581,NA,93,1,3,2,1,0,6,1762122.6683,5913604.162
PENROSE RD,MOTORWAY OVERBRIDGE (1ST ABUTMENT),MOTORWAY OVERBRIDGE (2ND ABUTMENT),332,Yes,1179878400000,NA,NA,20587,NA,93,1,4,2,1,NA,7,1762183.4256,5913667.6757
PENROSE RD,BAILEY RD,PANORAMA RD,1005,Yes,908150400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762796.9951,5913805.2202
PENROSE RD,GUNSON RD,SPOONER LANE (WEST),1175,Yes,994032000000,17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762963.8775,5913783.6168
RA ORA DR,ANALIE PL,KERWYN AVE,355,Yes,1087516800000,NA,NA,1983,NA,87,1,7,3,2,0,12,1767555.1635,5910048.2538
PITT RD (DRURY),PITT BRIDGE (1ST ABUTMENT),GREAT SOUTH RD,349,Yes,1083888000000,NA,NA,294,NA,88,2,6,3,1,0,10,1772885.8359,5890701.21
QUARRY RD (DRURY),GREAT SOUTH RD,MOTORWAY OVERBRIDGE (1ST ABUTMENT),85,Yes,968630400000,10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773327.8525,5890261.7058
TEGAL RD,QUARRY RD,END,69,Yes,683942400000,13:00,NA,42,10,81,9,3,4,3,0,10,1773512.1844,5890311.7733
AMBUSH RD,GREAT SOUTH RD,END OF SEAL,151,Yes,1069718400000,15:00,NA,81,15,NA,NA,NA,NA,NA,NA,NA,1774512.0722,5885334.8272
ARARIMU RD,GREAT SOUTH RD,MAHER RD,360,Yes,1297641600000,1700,NA,1847,210,89,3,5,2,1,0,8,1774385.7317,5887325.3958
ARARIMU RD,SH 1 OVERBRIDGE (2ND ABUTMENT),ARARIMU RD/SPINE RD RAB,1010,Yes,1323302400000,800,NA,3367,429,91,3,3,2,1,0,6,1775052.5289,5887467.618
ARARIMU RD,RAMARAMA RD,MAXTED RD,1697,Yes,862358400000,NA,NA,1756,NA,NA,NA,NA,NA,NA,NA,NA,1775703.9442,5887516.5878
ARARIMU RD,GELLING RD (AT TEE/CULVERT LHS),KEANEY RD,11743,Yes,977011200000,NA,NA,240,NA,81,9,3,4,3,0,10,1783478.7519,5889038.621
BOMBAY RD,PAPARATA RD (AT TEE),CHRISTA PL,1655,Yes,1329091200000,800,NA,3061,430,93,3,2,1,1,0,4,1776785.0541,5882387.5421
FLAY RD,GREAT SOUTH RD (NORTH/SIGN RHS),GREAT SOUTH RD (SOUTH/PPOLE RHS),141,Yes,1332720000000,1100,NA,55,11,90,4,4,2,0,0,6,1774626.9349,5885348.2725
INGRAM RD (BOMBAY),GREAT SOUTH RD,END (CATTLE STOP),1609,Yes,1188604800000,09:00,NA,152,28,87,2,2,9,0,0,11,1774155.4009,5884033.9492
KERN RD,GREAT SOUTH RD,OLD COACH WAY,100,Yes,1274054400000,800,NA,608,81,91,2,4,3,0,0,7,1773966.0189,5887015.7251
KERN RD,COULSTON RD (POWERPOLE LHS),RUNCIMAN RD,2645,Yes,1329091200000,1700,NA,330,57,94,2,3,1,0,0,4,1773008.2977,5885145.0824
RUNCIMAN RD,RUTHERFORD RD,SPEED RESTRICTION,1010,Yes,1298419200000,800,NA,1180,193,94,2,3,1,0,0,4,1772737.1659,5882538.0677
RUNCIMAN RD,TUHIMATA RD,NGAKOROA RD,6676,Yes,1298419200000,1500,NA,586,66,95,2,2,1,0,0,3,1772751.7945,5887629.2025
ST LEONARDS RD (WAITAKERE),ARCHIBALD RD RAB,BAMBOO GR,28,Yes,754272000000,NA,7D,6823,NA,85,10,2,1,2,0,5,1747821.8808,5915128.6165
ARCHLYNN RD,ARCHIBALD RD RAB,KELWYN RD,61,Yes,754876800000,NA,7D,4139,NA,86,8,3,2,1,0,6,1748534.8314,5914836.5363
ARCHIBALD RD,GREAT NORTH RD,NETHERLANDS AVE,99,Yes,754876800000,NA,7D,5303,NA,85,10,2,1,2,0,5,1748193.6261,5914215.5346
ARCHIBALD RD,NETHERLANDS AVE,KELMAN RD,199,Yes,986169600000,NA,7D,5911,NA,86,8,3,2,1,0,6,1748233.3042,5914307.4557
ARCHIBALD RD,ST LEONARDS RD RAB,BEAUBANK RD,939,Yes,986169600000,NA,7D,3385,NA,88,9,1,1,NA,0,2,1748524.739,5914985.0547
ARCHIBALD RD,BEAUBANK RD,BRAINS RD,1400,Yes,340416000000,NA,7D,1901,NA,86,8,3,2,1,0,6,1748706.546,5915411.4633
NGAHUE DR,FLINT WAY,MAGMA CRES,771,Yes,615859200000,16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763442.9435,5916159.9753
MARIRI RD,AMARU RD RAB,CAMPBELL RD,822,Yes,1069977600000,NA,NA,1281,NA,NA,NA,NA,NA,NA,NA,NA,1759127.064,5913857.311
AMARU RD,ONEHUNGA MALL,MARIRI RD RAB,140,Yes,1070668800000,NA,NA,807,NA,NA,NA,NA,NA,NA,NA,NA,1759030.9211,5913710.2521
AMARU RD,MARIRI RD RAB,MOANA AVE RAB,396,Yes,650851200000,10:00,NA,398,54,86,8,3,2,1,0,6,1759247.7634,5913834.611
MOANA AVE (ONEHUNGA),TAWA RD,AMARU RD RAB,693,Yes,880070400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759441.1404,5913726.7922
ROPATA AVE,PT ENGLAND RD,ANDERSON AVE RAB (MANHOLE LHS),224,Yes,1138147200000,NA,NA,367,NA,98,1,1,0,0,0,1,1765743.3024,5916391.4036
HOLLAND AVE,PT ENGLAND RD,ANDERSON AVE RAB (MANHOLE LHS),183,Yes,1138147200000,NA,NA,297,NA,99,0,1,0,0,0,1,1765857.9988,5916404.4611
ARTHUR ST (ONEHUNGA),CATHERINE ST,HILL ST,1179,Yes,591926400000,16:00,NA,1771,194,NA,NA,NA,NA,NA,NA,NA,1758636.1008,5912401.4365
BADDELEY AVE,SPROTT RD,SOUTHERN CROSS RD RAB,624,Yes,1121126400000,NA,NA,2344,NA,99,0,0,0,0,NA,0,1764381.8409,5919284.7814
BADDELEY AVE,SOUTHERN CROSS RD RAB,ALLUM ST,792,Yes,714096000000,13:00,NA,1510,187,86,8,3,2,1,0,6,1764486.4231,5919195.5097
RAWHITIROA RD,KOHIMARAMA RD,PICCADILLY PL,199,Yes,832550400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763955.8025,5919716.1377
BERTRAND RD,BERTRAND RD EXTN (SUMPS LHS),MALONE RD,190,Yes,1100563200000,NA,NA,2425,NA,98,1,1,0,0,0,1,1763851.9882,5914348.6877
MIDDLETON RD (REMUERA),LAURISTON AVE,JAMES COOK CRES,174,Yes,1301356800000,NA,NA,4165,NA,100,0,0,0,0,0,0,1758697.8834,5918059.6888
BASSETT RD (REMUERA),REMUERA RD,ARNEY RD,75,Yes,1300838400000,NA,NA,6905,NA,100,0,0,0,0,0,0,1759105.0697,5917568.2908
BELLEVUE RD,MT EDEN RD,ESPLANADE RD,151,Yes,741484800000,NA,NA,1552,NA,86,8,3,2,1,0,6,1756874.7029,5917485.8847
BELLEVUE RD,ESPLANADE RD,SHERBOURNE RD RAB,251,Yes,625881600000,07:45,NA,2033,250,86,8,3,2,1,0,6,1756777.5704,5917510.0885
BELLEVUE RD,HOROEKA AVE RAB,LEAMINGTON RD,689,Yes,1226102400000,NA,NA,2199,NA,94,2,2,2,0,0,4,1756358.5564,5917618.7019
BELLEVUE RD,CARRICK PL,DOMINION RD,865,Yes,452908800000,00:00,NA,1182,129,86,8,3,2,1,0,6,1756193.3109,5917676.431
HOROEKA AVE,BELLEVUE RD RAB,VALLEY RD,318,Yes,1240876800000,NA,NA,2867,NA,88,6,4,2,0,0,6,1756440.2826,5917474.5987
SHERBOURNE RD,VIEW RD,SYDENHAM RD,81,Yes,1227225600000,NA,24H,3378,NA,86,8,3,2,1,0,6,1756709.0937,5917649.2673
SHERBOURNE RD,BELLEVUE RD RAB,VALLEY RD,323,Yes,890006400000,NA,NA,4038,NA,86,8,3,2,1,0,6,1756646.4705,5917420.4285
STODDARD RD,SANDRINGHAM RD EXT,WIDTH CHANGE (SEAL JOIN),854,Yes,809913600000,NA,NA,10700,NA,85,10,2,1,2,0,5,1753907.4326,5914393.2449
BERTRAM RD,KAWAKAWA-ORERE RD,CUL-DE-SAC,52,Yes,985564800000,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,1793216.7832,5908376.8586
RAZORBACK RD,URBAN/RURAL,BEAVER RD EAST,80,Yes,1118275200000,08:00,NA,214,32,95,3,2,0,0,0,2,1776810.747,5882104.7862
RAZORBACK RD,BEAVER RD EAST,PUKETUTU RD,1805,Yes,1322006400000,1800,NA,162,16,88,9,2,1,0,0,3,1777644.969,5880730.1616
PAPARATA RD,BOMBAY RD,JAYAR HGTS,101,Yes,1066089600000,08:00,NA,2317,369,NA,NA,NA,NA,NA,NA,NA,1776868.3695,5882577.3603
PAPARATA RD,FAHEY RD,PINNACLE HILL RD,2780,Yes,1297641600000,1700,NA,1902,215,92,3,4,1,0,0,5,1779437.2781,5883340.4961
PAPARATA RD,SAWYER RD,KANUKA RD,3280,Yes,1331596800000,17:00,7D,1422,146,93,4,3,0,0,0,3,1779864.6971,5883557.9119
PAPARATA RD,TOTARA RD,MEDHURST RD,5925,Yes,1297641600000,0800,NA,581,62,91,3,4,1,1,0,6,1782211.61,5884200.6606
PAPARATA RD,AXTENS RD (POWERPOLE RHS),PAPARIMU RD SLIP,10925,Yes,1300320000000,1200,NA,298,64,89,4,6,1,0,0,7,1786327.1718,5883947.28
GREAT NORTH RD (CWC),BRISBANE ST,TURAKINA ST,620,Yes,1258675200000,NA,NA,17602,NA,76,6,7,10,1,0,18,1755800.6778,5918827.3843
GREAT NORTH RD (CWC),POTATAU ST,ARIKI ST,706,Yes,968976000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755739.46,5918768.59
GREAT NORTH RD (CWC),ARIKI ST,KING ST,756,Yes,1225843200000,NA,NA,17766,NA,76,5,6,12,1,0,19,1755703.0412,5918733.4072
GREAT NORTH RD (CWC),GROSVENOR ST,COOPER ST,1034,Yes,1174262400000,NA,NA,13133,NA,94,1,3,2,0,0,5,1755452.8429,5918622.4513
GREAT NORTH RD (CWC),MOTORWAY ON/OFF RAMPS (END ISL LHS),ST LUKES RD,3025,Yes,1181520000000,NA,NA,23382,NA,94,1,3,2,0,0,5,1753853.1102,5918355.6949
GREAT NORTH RD (CWC),CARRINGTON RD,MOTORWAY OFFRAMP,4840,Yes,586483200000,07:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752120.5939,5918052.6771
GREAT NORTH RD (CWC),FAIRLANDS AVE,BLOCKHOUSE BAY RD (START ISL LHS),6554,Yes,605232000000,07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751561.0666,5916540.6886
GREAT SOUTH RD (NEWMARKET) (CWCE),WAIOHUA RD,ROCKFIELD RD,3600,Yes,1095033600000,NA,NA,21308,NA,93,4,0,2,1,0,3,1760745.1428,5914769.2925
GREAT SOUTH RD (NEWMARKET) (CWCE),CHURCH ST EAST,SOUTHDOWN LANE,6696,Yes,614822400000,07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762707.0099,5912526.4722
GREAT SOUTH RD (NEWMARKET) (CWCE),SOUTHDOWN LANE,WIDTH CHANGE (SUMP RHS),7305,Yes,1118880000000,NA,NA,11828,NA,84,2,6,5,4,NA,15,1763042.0128,5912019.1941
GREAT SOUTH RD (NEWMARKET) (CWCE),WIDTH CHANGE (SUMP RHS),SYLVIA PARK RD,7489,Yes,633312000000,16:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763160.2844,5911879.3601
WAITAKERE RD (SWANSON),SCENIC DR NORTH,KAY RD,20,Yes,673660800000,NA,7D,3281,NA,78,10,4,4,4,0,12,1739623.5198,5918977.6121
WAITAKERE RD (SWANSON),KUMEU/WC BOUNDARY,BRIDGE,3856,Yes,1323216000000,08:00,7D,2679,311,78,10,4,4,4,0,12,1737868.096,5921490.3564
GREAT SOUTH RD (NEWMARKET) (CWC),ST MARKS RD,MARGOT ST,83,Yes,825379200000,16:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758450.8787,5917411.7764
GREAT SOUTH RD (NEWMARKET) (CWC),NGAIRE AVE,ERIN ST,284,Yes,1093824000000,NA,NA,15552,NA,94,1,4,1,0,0,5,1758595.1314,5917266.4547
GREAT SOUTH RD (NEWMARKET) (CWC),WIDTH CHANGE (LIGHTPOLE LHS),GREEN LANE EAST,2264,Yes,1092528000000,NA,NA,17325,NA,95,1,3,1,0,0,4,1759871.0307,5915771.243
GREAT SOUTH RD (NEWMARKET) (CWC),GREEN LANE EAST,PURIRI AVE,2319,Yes,1099267200000,NA,NA,31067,NA,95,3,0,1,1,0,2,1759910.6864,5915733.5289
GREAT SOUTH RD (NEWMARKET) (SW),FAIRBURN RD,ALEXANDER ST,10436,Yes,691804800000,16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764359.7917,5909288.2004
MANUKAU RD (CWC),DOMETT AVE (LIGHTPOLE LHS),BRACKEN AVE,702,Yes,691372800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758259.7454,5916778.1347
MANUKAU RD (CWC),BRACKEN AVE,WARBOROUGH AVE,803,Yes,683424000000,00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758252.0694,5916677.4258
MANUKAU RD (CWC),EPSOM AVE,HALIFAX AVE,1003,Yes,622857600000,16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758236.4,5916478.0532
MANUKAU RD (CWC),ONSLOW AVE,BANFF AVE,2408,Yes,611798400000,17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758052.1345,5915089.0873
MANUKAU RD (CWC),PUKENUI RD,GLADWIN RD,3010,Yes,618451200000,16:00,NA,14565,1330,NA,NA,NA,NA,NA,NA,NA,1758029.8596,5914507.774
MANUKAU RD (CWCE),HAYDN AVE,CHANDLER AVE,3700,Yes,1149292800000,NA,NA,17755,NA,97,1,1,1,0,0,2,1758149.304,5913831.139
MANUKAU RD (CWCE),CHANDLER AVE,RAURENGA AVE,3802,Yes,831686400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758167.3161,5913731.8653
MARKET RD (REMUERA) (CWCE),REMUERA RD,DROMORNE RD,25,Yes,610416000000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759553.95,5917027.36
MT ALBERT RD (THREE KINGS) (CWC),BREMNER AVE,FROST RD,4188,Yes,1314057600000,NA,7D,16628,NA,78,3,2,14,3,0,19,1755905.2394,5913944.6291
MT ALBERT RD (THREE KINGS) (CWC),DORNWELL RD (SUMP LHS),MT EDEN RD,4659,Yes,1268006400000,NA,NA,5497,NA,NA,NA,NA,NA,NA,NA,NA,1756315.8135,5913734.5654
REMUERA RD (CWCE),ST MARKS RD,BEATRICE RD,522,Yes,825984000000,16:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758793.9159,5917719.0235
REMUERA RD (CWCE),PERE ST,RIDINGS RD,994,Yes,689644800000,17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759173.9133,5917441.023
REMUERA RD (CWCE),OMAHU RD,ARMADALE RD,1888,Yes,968976000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759856.6669,5916926.7684
REMUERA RD (CWCE),NGAPUHI RD,PUKEORA AVE,4075,Yes,814924800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761916.5849,5916911.0796
REMUERA RD (CWCE),WAIATARUA RD,LOCH ST,4641,Yes,1266451200000,NA,NA,24627,NA,NA,NA,NA,NA,NA,NA,NA,1762435.1882,5917018.8265
SOUTH EASTERN HIGHWAY (EASTBOUND) (CWCE),URBAN/RURAL,MOTORWAY ONRAMP (END ISLAND LHS),550,Yes,1111276800000,NA,NA,16857,NA,NA,NA,NA,NA,NA,NA,NA,1762539.1194,5912824.3158
SOUTH EASTERN HIGHWAY (EASTBOUND) (CWCE),MOTORWAY ONRAMP (END ISLAND LHS),MOTORWAY OVERBRIDGE (COLUMN #5),1000,Yes,1032220800000,1800,NA,8930,1120,NA,NA,NA,NA,NA,NA,NA,1762922.783,5912884.4308
SOUTH EASTERN HIGHWAY (EASTBOUND) (CWCE),MOTORWAY OVERBRIDGE (COLUMN #5),SYLVIA PARK OVERBRIDGE (1ST ABUT),1475,Yes,1077494400000,NA,NA,68031,NA,NA,NA,NA,NA,NA,NA,NA,1763370.2282,5912785.4717
SOUTH EASTERN HIGHWAY (EASTBOUND) (CWCE),SYLVIA PARK OVERBRIDGE (2ND ABUT),URBAN/RURAL,2400,Yes,1111276800000,NA,NA,29789,NA,85,10,2,1,2,0,5,1764239.0535,5912942.6155
SOUTH EASTERN HIGHWAY (EASTBOUND) (CWCE),WAIPUNA RD (END ISLAND LHS),WAIPUNA BRIDGE (1ST ABUTMENT),3680,Yes,1035763200000,1800,NA,30127,3581,NA,NA,NA,NA,NA,NA,NA,1765337.2426,5913356.0755
SOUTH EASTERN HIGHWAY (EASTBOUND) (SE),WAIPUNA BRIDGE (1ST ABUTMENT),WAIPUNA BRIDGE (2ND ABUTMENT),3690,Yes,1178496000000,NA,NA,63183,NA,85,10,2,1,2,0,5,1765346.6015,5913351.9267
SOUTH EASTERN HIGHWAY (WESTBOUND) (CWCE),WAIPUNA BRIDGE (2ND ABUTMENT),WAIPUNA RD (START ISLAND RHS),576,Yes,1245628800000,NA,NA,57601,NA,79,19,1,1,0,0,2,1765322.6983,5913351.4759
SOUTH EASTERN HIGHWAY (WESTBOUND) (CWCE),URBAN/RURAL,SYLVIA PARK OVERBRIDGE (1ST ABUT),1812,Yes,1219622400000,NA,24H,58626,NA,82,16,1,1,0,0,2,1764275.9552,5912921.5011
SOUTH EASTERN HIGHWAY (WESTBOUND) (CWCE),MOTORWAY OVERBRIDGE (COLUMN #5),WIDTH CHANGE (GANTRY),3033,Yes,1035763200000,0800,NA,27903,2630,85,10,2,1,2,0,5,1763102.5069,5912788.3728
SOUTH EASTERN HIGHWAY (WESTBOUND) (CWCE),GREAT SOUTH RD,O'RORKE RD,3814,Yes,1035763200000,0800,NA,23751,3121,NA,NA,NA,NA,NA,NA,NA,1762428.0833,5912695.3175
BASQUE RD (EAST),NEW NORTH RD,DUNDONALD ST,53,Yes,1241568000000,NA,NA,1310,NA,98,0,1,0,NA,NA,1,1756855.6176,5918637.8197
BOLTON ST (BLOCKHOUSE BAY),BLOCKHOUSE BAY RD,TAYLOR ST RAB,138,Yes,1030060800000,0700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751500.2153,5912757.8381
BOSTON RD,NUGENT ST RAB,AUBURN ST,372,Yes,1240617600000,NA,NA,8176,NA,83,5,6,6,0,0,12,1757391.1112,5918469.1915
BOSTON RD,SEVERN ST,KHYBER PASS RD (LHS),520,Yes,582163200000,16:30,NA,2792,357,NA,NA,NA,NA,NA,NA,NA,1757535.836,5918513.1171
BROADWAY (NEWMARKET),BALM ST,CLOVERNOOK RD,789,Yes,605145600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758383.2084,5917862.9249
BROADWAY (NEWMARKET),CLOVERNOOK RD,MAHURU ST,961,Yes,1174262400000,NA,NA,11802,NA,92,1,3,3,1,0,7,1758385.4881,5917691.0241
BROADWAY (NEWMARKET),MAHURU ST,EDGERLEY AVE,993,Yes,1160438400000,NA,NA,11567,NA,92,1,3,3,1,0,7,1758386.7279,5917659.345
BUSBY ST,TAYLOR ST,CROWTHER ST,70,Yes,1316822400000,NA,7D,776,NA,95,0,2,2,1,0,5,1750987.1312,5913485.0281
CLONBERN RD,OHINERAU ST,LILLINGTON RD,650,Yes,615859200000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759941.2846,5916274.1414
CLONBERN RD,LILLINGTON RD,WIDTH CHANGE,750,Yes,561945600000,14:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759960.153,5916179.326
GARNET RD,LARCHWOOD AVE,WARWICK AVE,249,Yes,1125273600000,NA,NA,7947,NA,83,10,3,2,NA,0,5,1753664.7427,5919317.7811
GARNET RD,LEMINGTON RD,RAWENE AVE,1142,Yes,1020902400000,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753117.7588,5920008.7009
